employee_id,name,hire_date,exit_date,status,department,role_family,role_level,job_title,salary,compa_ratio,gender,age_band,cultural_background,contract_type,hipo_flag,promotion_eligible,manager_id,hire_source,legacy_entity_code,data_source_system,days_to_fill,tenure_months,acting_appointment
E05415,Laura Sullivan,2009-08-12,,active,Risk & Compliance,Technology,1,Junior Developer,62700.0,0.93,Female,40-44,Anglo-Australian,Full-time,True,False,E04547,agency,NovaCorp-Origin,WorkdayHR,70.0,199,False
E05416,Latoya Hernandez,2009-08-14,,active,Risk & Compliance,Operations-Processing,1,Senior Analyst,139700.0,1.02,Female,55-59,Anglo-Australian,Full-time,False,False,E00720,direct,NovaCorp-Origin,WorkdayHR,31.0,199,False
E05418,Kimberly Choi,2009-08-18,,active,Technology,Management,1,Team Leader,115300.0,0.98,Female,50-54,East Asian,Full-time,False,False,E00376,agency,NovaCorp-Origin,WorkdayHR,40.0,199,False
E05419,Mr. Tristan Arnold,2009-08-25,,active,Technology,Management,2,"Manager, Technology",163200.0,0.95,Male,50-54,Anglo-Australian,Part-time,False,True,E05771,agency,NovaCorp-Origin,WorkdayHR,42.0,199,False
E05420,Mark Diaz,2009-08-26,2025-05-19,departed,Wealth Management,Operations-Processing,1,Senior Analyst,137600.0,0.98,Male,40-44,European (non-Anglo),Casual,True,True,E03283,direct,NovaCorp-Origin,WorkdayHR,42.0,191,False
E05421,Nicholas Adkins,2009-08-27,,active,Risk & Compliance,Management,3,"Senior Manager, Risk & Compliance",192300.0,1.03,Male,40-44,Anglo-Australian,Full-time,False,False,E05974,referral,NovaCorp-Origin,WorkdayHR,48.0,199,False
E05422,Wayne Wilson,2009-08-27,,active,Technology,Technology,1,Junior Developer,58400.0,0.99,Male,35-39,South Asian,Full-time,False,False,E00326,referral,NovaCorp-Origin,WorkdayHR,82.0,199,False
E05423,April Schroeder,2009-08-31,,active,Risk & Compliance,Technology,1,Senior Engineer,122000.0,0.95,Female,45-49,Anglo-Australian,Part-time,False,False,E00715,graduate,NovaCorp-Origin,WorkdayHR,78.0,198,False
E05424,Ryan Nicholson,2009-09-01,,active,Corporate Operations,Management,1,Team Leader,143800.0,0.96,Male,40-44,Anglo-Australian,Full-time,False,False,E01603,direct,NovaCorp-Origin,WorkdayHR,70.0,198,False
E05425,Monica Ramirez,2009-09-02,,active,Corporate Operations,Operations-Processing,1,Processing Officer,59300.0,1.13,Female,35-39,Anglo-Australian,Full-time,False,False,E01929,direct,NovaCorp-Origin,WorkdayHR,23.0,198,False
E05426,Vanessa Nguyen,2009-09-02,,active,Insurance,Management,2,"Manager, Insurance",180700.0,1.13,Female,35-39,South Asian,Full-time,False,False,E01518,agency,NovaCorp-Origin,WorkdayHR,78.0,198,False
E05427,Robert Gonzalez,2009-09-02,,active,Retail Banking,Risk-Compliance,2,"Manager, Retail Banking",120300.0,0.9,Male,40-44,Maori/Aboriginal & Torres Strait Islander,Full-time,True,True,E00655,direct,NovaCorp-Origin,WorkdayHR,69.0,198,False
E05428,Samantha White,2009-09-04,,active,Corporate Operations,Client-Advisory,1,Senior Adviser,129400.0,1.08,Female,30-34,South Asian,Full-time,False,False,E00903,direct,NovaCorp-Origin,WorkdayHR,48.0,198,False
E05429,Devin Williams,2009-09-05,,active,Technology,Management,2,"Manager, Technology",124400.0,1.0,Male,55-59,South Asian,Full-time,False,True,E03648,agency,NovaCorp-Origin,WorkdayHR,62.0,198,False
E05430,Jesse Garcia,2009-09-06,,active,Technology,Client-Advisory,1,Client Service Officer,69400.0,1.01,Male,50-54,Anglo-Australian,Full-time,False,True,E02434,direct,NovaCorp-Origin,WorkdayHR,48.0,198,False
E05431,James Roman,2009-09-06,,active,Wealth Management,Technology,1,Engineer,102000.0,1.05,Male,50-54,Anglo-Australian,Full-time,False,True,E02469,direct,NovaCorp-Origin,WorkdayHR,46.0,198,False
E05432,Andrew Collins,2009-09-07,,active,Insurance,Technology,1,Senior Engineer,128900.0,0.96,Male,45-49,Anglo-Australian,Fixed-term,False,True,E00233,graduate,NovaCorp-Origin,WorkdayHR,66.0,198,False
E05433,Frank Mills,2009-09-10,,active,Risk & Compliance,Management,1,Coordinator,103500.0,0.92,Male,50-54,Anglo-Australian,Full-time,True,True,E01704,agency,NovaCorp-Origin,WorkdayHR,47.0,198,False
E05434,Desiree King,2009-09-10,,active,Wealth Management,Client-Advisory,3,"Senior Manager, Wealth Management",234100.0,1.07,Female,45-49,Southeast Asian,Full-time,False,False,E04546,direct,NovaCorp-Origin,WorkdayHR,87.0,198,False
E05435,Aimee Harris,2009-09-10,2025-09-12,departed,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",170000.0,0.98,Female,50-54,Middle Eastern,Full-time,False,True,E02890,acquisition,NovaCorp-Origin,WorkdayHR,80.0,194,False
E05436,Lauren Hernandez,2009-09-12,2025-08-29,departed,Insurance,Risk-Compliance,1,Compliance Officer,56500.0,0.99,Female,35-39,Anglo-Australian,Full-time,False,True,E03035,direct,NovaCorp-Origin,WorkdayHR,86.0,194,False
E05439,Janet Miller,2009-09-15,2025-07-31,departed,Risk & Compliance,Technology,1,Junior Developer,72400.0,0.87,Female,50-54,South Asian,Part-time,True,False,E00041,agency,NovaCorp-Origin,WorkdayHR,19.0,193,False
E05441,Jordan Lowe,2009-09-16,,active,Technology,Client-Advisory,1,Adviser,111000.0,0.99,Male,40-44,Anglo-Australian,Full-time,False,False,E08001,direct,NovaCorp-Origin,WorkdayHR,80.0,198,False
E05442,Kaylee Hays,2009-09-17,,active,Insurance,Corporate-Support,3,"Senior Manager, Insurance",210800.0,1.04,Female,50-54,Anglo-Australian,Full-time,False,False,E06814,direct,NovaCorp-Origin,WorkdayHR,56.0,198,False
E05443,Jason Pearson,2009-09-17,,active,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",121300.0,1.01,Prefer not to say,45-49,Anglo-Australian,Full-time,False,True,E07857,direct,NovaCorp-Origin,WorkdayHR,25.0,198,False
E05444,Ralph Stephenson,2009-09-19,,active,Insurance,Client-Advisory,2,"Manager, Insurance",115700.0,0.91,Prefer not to say,40-44,Anglo-Australian,Full-time,False,True,E09502,agency,NovaCorp-Origin,WorkdayHR,83.0,198,False
E05445,Barbara Castro,2009-09-21,,active,Insurance,Client-Advisory,1,Adviser,102200.0,0.98,Female,35-39,Anglo-Australian,Full-time,False,True,E01147,referral,NovaCorp-Origin,WorkdayHR,54.0,198,False
E05446,Phillip Lowery,2009-09-21,,active,Risk & Compliance,Management,1,Coordinator,103800.0,0.89,Prefer not to say,35-39,Southeast Asian,Fixed-term,False,False,E11672,referral,NovaCorp-Origin,WorkdayHR,40.0,198,False
E05447,James Williams,2009-09-23,,active,Retail Banking,Technology,1,Senior Engineer,138500.0,1.05,Male,40-44,South Asian,Full-time,False,False,E00947,agency,NovaCorp-Origin,WorkdayHR,74.0,198,False
E05448,Jordan Baxter,2009-09-23,,active,Technology,Client-Advisory,2,"Manager, Technology",149200.0,0.95,Male,35-39,Anglo-Australian,Full-time,False,False,E07425,graduate,NovaCorp-Origin,WorkdayHR,80.0,198,False
E05449,Dawn Burke,2009-09-23,,active,Risk & Compliance,Management,1,Team Leader,126800.0,1.04,Female,50-54,Anglo-Australian,Full-time,False,False,E02527,referral,NovaCorp-Origin,WorkdayHR,51.0,198,False
E05450,Michael Dunn,2009-09-25,,active,Technology,Corporate-Support,1,Specialist,97300.0,1.02,Male,40-44,Southeast Asian,Full-time,False,False,E01251,referral,NovaCorp-Origin,WorkdayHR,56.0,198,False
E05451,Kathleen Reed,2009-09-26,,active,Retail Banking,Corporate-Support,1,Specialist,96700.0,0.93,Female,50-54,Anglo-Australian,Full-time,False,False,E05817,acquisition,NovaCorp-Origin,WorkdayHR,27.0,198,False
E05452,Cody Archer,2009-09-27,,active,Corporate Operations,Operations-Processing,1,Processing Officer,59000.0,0.99,Male,40-44,Anglo-Australian,Full-time,False,False,E12907,agency,NovaCorp-Origin,WorkdayHR,65.0,197,False
E05453,Olivia Gonzalez,2009-09-27,,active,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",174200.0,0.92,Female,50-54,Anglo-Australian,Full-time,False,True,E07490,agency,NovaCorp-Origin,WorkdayHR,33.0,197,False
E05454,Peggy Powell,2009-09-28,,active,Insurance,Technology,1,Engineer,94300.0,1.0,Female,35-39,Pacific Islander,Full-time,False,False,E08016,agency,NovaCorp-Origin,WorkdayHR,24.0,197,False
E05455,Anthony Lane,2009-09-28,,active,Retail Banking,Operations-Processing,1,Senior Analyst,133800.0,1.01,Male,45-49,Anglo-Australian,Full-time,False,False,E10272,direct,NovaCorp-Origin,WorkdayHR,72.0,197,False
E05456,Angel Wilcox,2009-09-29,,active,Retail Banking,Management,1,Administration Officer,64200.0,1.02,Female,35-39,South Asian,Fixed-term,False,False,E02808,direct,NovaCorp-Origin,WorkdayHR,48.0,197,False
E05457,Nathan Harris,2009-09-29,,active,Corporate Operations,Client-Advisory,1,Client Service Officer,78700.0,0.9,Male,50-54,Anglo-Australian,Full-time,False,True,E02238,referral,NovaCorp-Origin,WorkdayHR,85.0,197,False
E05458,William Ramos,2009-09-30,,active,Risk & Compliance,Technology,1,Engineer,106200.0,1.01,Male,40-44,Middle Eastern,Full-time,False,True,E04547,referral,NovaCorp-Origin,WorkdayHR,19.0,197,False
E05459,Heather White,2009-09-30,2025-03-02,departed,Retail Banking,Risk-Compliance,2,"Manager, Retail Banking",123000.0,1.0,Female,50-54,Anglo-Australian,Part-time,False,False,E01556,direct,NovaCorp-Origin,WorkdayHR,60.0,187,False
E05460,Victoria Preston,2009-10-02,,active,Technology,Client-Advisory,3,"Senior Manager, Technology",183500.0,0.89,Female,50-54,Anglo-Australian,Full-time,False,True,E05886,agency,NovaCorp-Origin,WorkdayHR,88.0,197,False
E05462,Amber Lin,2009-10-02,,active,Risk & Compliance,Risk-Compliance,1,Risk Analyst,107700.0,1.05,Female,35-39,East Asian,Full-time,False,False,E01921,graduate,NovaCorp-Origin,WorkdayHR,18.0,197,False
E05465,James Kelly,2009-10-08,,active,Technology,Technology,1,Engineer,102900.0,0.95,Male,35-39,East Asian,Full-time,False,False,E11597,agency,NovaCorp-Origin,WorkdayHR,27.0,197,False
E05466,Robert Douglas,2009-10-08,,active,Risk & Compliance,Technology,2,"Manager, Risk & Compliance",115000.0,0.92,Male,50-54,Anglo-Australian,Full-time,False,False,E07114,agency,NovaCorp-Origin,WorkdayHR,61.0,197,False
E05467,Peter Williams,2009-10-10,,active,Technology,Management,1,Coordinator,108400.0,0.89,Male,35-39,Anglo-Australian,Full-time,True,False,E02416,graduate,NovaCorp-Origin,WorkdayHR,28.0,197,False
E05468,Kenneth Gomez,2009-10-10,,active,Technology,Corporate-Support,1,Graduate,65200.0,0.93,Male,40-44,Southeast Asian,Full-time,False,False,E00376,graduate,NovaCorp-Origin,WorkdayHR,68.0,197,False
E05469,Robin Morales,2009-10-18,,active,Insurance,Technology,3,"Senior Manager, Insurance",226500.0,0.95,Female,45-49,Anglo-Australian,Full-time,False,False,E01518,direct,NovaCorp-Origin,WorkdayHR,15.0,197,False
E05470,Jonathan Hoffman,2009-10-19,,active,Corporate Operations,Management,2,"Manager, Corporate Operations",140200.0,1.05,Male,45-49,Anglo-Australian,Full-time,False,False,E05254,referral,NovaCorp-Origin,WorkdayHR,35.0,197,False
E05471,Tiffany Thomas,2009-10-19,,active,Retail Banking,Technology,1,Engineer,86700.0,0.98,Female,35-39,Middle Eastern,Full-time,False,False,E01127,agency,NovaCorp-Origin,WorkdayHR,27.0,197,False
E05472,Erik Crawford,2009-10-20,2025-08-20,departed,Technology,Management,2,"Manager, Technology",177900.0,0.98,Male,45-49,Anglo-Australian,Full-time,False,False,E05771,referral,NovaCorp-Origin,WorkdayHR,45.0,192,False
E05473,Catherine Jensen,2009-10-21,,active,Retail Banking,Operations-Processing,1,Analyst,96300.0,0.91,Female,45-49,Anglo-Australian,Full-time,False,True,E10736,graduate,NovaCorp-Origin,WorkdayHR,37.0,197,False
E05474,Stephanie Manning,2009-10-22,,active,Technology,Client-Advisory,3,"Senior Manager, Technology",224900.0,1.01,Female,45-49,Anglo-Australian,Full-time,False,False,E04525,direct,NovaCorp-Origin,WorkdayHR,74.0,197,False
E05475,Frank Bauer,2009-10-23,,active,Risk & Compliance,Corporate-Support,1,Senior Specialist,142700.0,0.95,Male,45-49,Anglo-Australian,Casual,False,True,E12614,agency,NovaCorp-Origin,WorkdayHR,36.0,197,False
E05476,Pamela Tyler,2009-10-23,,active,Wealth Management,Corporate-Support,1,Senior Specialist,139200.0,1.03,Female,35-39,Anglo-Australian,Fixed-term,False,False,E03137,acquisition,NovaCorp-Origin,WorkdayHR,47.0,197,False
E05477,Samantha Miller,2009-10-24,,active,Insurance,Corporate-Support,2,"Manager, Insurance",116800.0,0.97,Female,50-54,Anglo-Australian,Full-time,False,True,E00355,direct,NovaCorp-Origin,WorkdayHR,57.0,197,False
E05478,Kevin Warren,2009-10-25,,active,Risk & Compliance,Risk-Compliance,1,Risk Analyst,103400.0,0.93,Male,40-44,Anglo-Australian,Casual,False,False,E02675,direct,NovaCorp-Origin,WorkdayHR,79.0,197,False
E05479,Steven Vazquez,2009-10-27,2025-06-28,departed,Retail Banking,Client-Advisory,1,Senior Adviser,124100.0,1.13,Male,35-39,South Asian,Full-time,False,True,E01801,agency,NovaCorp-Origin,WorkdayHR,42.0,190,False
E05480,Marissa Howell,2009-10-27,,active,Corporate Operations,Operations-Processing,1,Analyst,108700.0,0.99,Female,45-49,Pacific Islander,Full-time,False,False,E10112,direct,NovaCorp-Origin,WorkdayHR,27.0,196,False
E05481,Terri Santiago,2009-10-28,,active,Technology,Management,1,Coordinator,110200.0,0.89,Female,50-54,Anglo-Australian,Full-time,False,True,E00629,graduate,NovaCorp-Origin,WorkdayHR,53.0,196,False
E05482,Mrs. Felicia Castro DDS,2009-10-28,,active,Risk & Compliance,Corporate-Support,1,Specialist,110100.0,1.04,Female,45-49,Anglo-Australian,Full-time,False,False,E02675,referral,NovaCorp-Origin,WorkdayHR,48.0,196,False
E05484,Michael Bowers,2009-10-29,,active,Technology,Corporate-Support,1,Graduate,65600.0,0.99,Male,40-44,Anglo-Australian,Full-time,False,False,E00532,direct,NovaCorp-Origin,WorkdayHR,29.0,196,False
E05485,Kelly Alvarez,2009-10-29,,active,Retail Banking,Risk-Compliance,1,Compliance Officer,63500.0,1.01,Female,40-44,Pacific Islander,Full-time,False,False,E11077,direct,NovaCorp-Origin,WorkdayHR,31.0,196,False
E05486,Billy Mcdonald,2009-10-30,,active,Technology,Management,2,"Manager, Technology",145500.0,0.99,Male,50-54,Southeast Asian,Full-time,False,False,E10345,agency,NovaCorp-Origin,WorkdayHR,67.0,196,False
E05487,Dr. Ryan Sullivan,2009-10-30,,active,Technology,Management,2,"Manager, Technology",170500.0,1.11,Male,50-54,Anglo-Australian,Full-time,False,False,E07171,direct,NovaCorp-Origin,WorkdayHR,50.0,196,False
E05488,Mackenzie Harris,2009-10-31,,active,Corporate Operations,Client-Advisory,1,Adviser,92900.0,1.05,Non-binary,55-59,Anglo-Australian,Full-time,False,False,E01287,agency,NovaCorp-Origin,WorkdayHR,21.0,196,False
E05489,Lisa Thompson,2009-11-01,,active,Retail Banking,Management,1,Coordinator,85500.0,0.91,Female,35-39,Anglo-Australian,Full-time,False,False,E06696,agency,NovaCorp-Origin,WorkdayHR,72.0,196,False
E05490,Hannah Montoya,2009-11-02,,active,Retail Banking,Corporate-Support,4,"Director, Retail Banking",245500.0,1.11,Female,50-54,Anglo-Australian,Full-time,False,False,E04781,agency,NovaCorp-Origin,WorkdayHR,33.0,196,False
E05491,Lisa Cervantes,2009-11-06,,active,Wealth Management,Client-Advisory,1,Adviser,113800.0,0.92,Female,35-39,Anglo-Australian,Full-time,False,True,E00721,direct,NovaCorp-Origin,WorkdayHR,53.0,196,False
E05492,Johnny Peterson,2009-11-08,,active,Insurance,Risk-Compliance,2,"Manager, Insurance",173000.0,0.91,Male,35-39,South Asian,Full-time,False,False,E14294,agency,NovaCorp-Origin,WorkdayHR,45.0,196,False
E05493,Tanya Gonzalez,2009-11-10,,active,Technology,Operations-Processing,1,Senior Analyst,137200.0,1.04,Female,45-49,Anglo-Australian,Fixed-term,False,False,E00872,referral,NovaCorp-Origin,WorkdayHR,41.0,196,False
E05494,Tiffany Morrow,2009-11-10,,active,Executive Leadership,Risk-Compliance,1,Senior Risk Analyst,131300.0,0.98,Female,45-49,Anglo-Australian,Full-time,False,True,E00699,agency,NovaCorp-Origin,WorkdayHR,19.0,196,False
E05496,Cheryl Norris,2009-11-14,,active,Risk & Compliance,Corporate-Support,1,Specialist,107800.0,1.0,Prefer not to say,45-49,Anglo-Australian,Fixed-term,False,False,E00437,agency,NovaCorp-Origin,WorkdayHR,43.0,196,False
E05497,Jennifer Harrison,2009-11-15,2025-10-10,departed,Wealth Management,Management,1,Team Leader,127100.0,0.93,Female,30-34,Pacific Islander,Full-time,False,False,E06176,agency,NovaCorp-Origin,WorkdayHR,40.0,193,False
E05498,Olivia Allen,2009-11-15,,active,Retail Banking,Client-Advisory,1,Client Service Officer,59700.0,0.87,Female,40-44,South Asian,Full-time,False,False,E12474,agency,NovaCorp-Origin,WorkdayHR,88.0,196,False
E05499,Katelyn Montgomery,2009-11-17,,active,Risk & Compliance,Technology,2,"Manager, Risk & Compliance",130400.0,0.84,Non-binary,35-39,South Asian,Full-time,True,True,E12970,acquisition,NovaCorp-Origin,WorkdayHR,20.0,196,False
E05500,Mrs. Jessica Jackson,2009-11-18,,active,Insurance,Corporate-Support,2,"Manager, Insurance",130400.0,1.0,Female,40-44,Anglo-Australian,Full-time,False,True,E03286,agency,NovaCorp-Origin,WorkdayHR,35.0,196,False
E05501,Danny Gonzalez,2009-11-19,,active,Technology,Technology,1,Senior Engineer,126900.0,1.08,Male,40-44,African,Full-time,False,False,E01383,direct,NovaCorp-Origin,WorkdayHR,25.0,196,False
E05502,Andrea Woods,2009-11-21,,active,Retail Banking,Corporate-Support,3,"Senior Manager, Retail Banking",222200.0,1.05,Non-binary,50-54,Anglo-Australian,Full-time,False,False,E08329,direct,NovaCorp-Origin,WorkdayHR,51.0,196,False
E05503,Elizabeth Neal,2009-11-22,,active,Corporate Operations,Corporate-Support,1,Senior Specialist,140100.0,1.08,Prefer not to say,35-39,East Asian,Full-time,False,True,E03313,direct,NovaCorp-Origin,WorkdayHR,48.0,196,False
E05504,Mary Perez,2009-11-22,,active,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",156000.0,0.97,Female,50-54,Anglo-Australian,Full-time,False,False,E07542,referral,NovaCorp-Origin,WorkdayHR,68.0,196,False
E05505,Jessica Ingram,2009-11-26,,active,Insurance,Corporate-Support,1,Graduate,58400.0,0.99,Female,40-44,Anglo-Australian,Full-time,False,False,E00180,referral,NovaCorp-Origin,WorkdayHR,67.0,195,False
E05506,Carla Guerra,2009-11-26,,active,Insurance,Client-Advisory,1,Senior Adviser,133900.0,0.89,Female,55-59,Anglo-Australian,Full-time,False,False,E11075,agency,NovaCorp-Origin,WorkdayHR,82.0,195,False
E05507,Diana Franklin,2009-11-27,,active,Risk & Compliance,Operations-Processing,3,"Senior Manager, Risk & Compliance",172300.0,0.87,Female,40-44,Anglo-Australian,Casual,False,True,E11647,direct,NovaCorp-Origin,WorkdayHR,14.0,195,False
E05508,Melinda Cantrell,2009-11-29,,active,Technology,Technology,1,Senior Engineer,121800.0,0.98,Prefer not to say,35-39,East Asian,Full-time,False,False,E04135,direct,NovaCorp-Origin,WorkdayHR,43.0,195,False
E05509,Peter Davila,2009-11-29,,active,Risk & Compliance,Client-Advisory,1,Senior Adviser,133800.0,0.92,Male,35-39,East Asian,Full-time,False,True,E09652,direct,NovaCorp-Origin,WorkdayHR,41.0,195,False
E05511,Brent Holloway,2009-11-30,,active,Technology,Risk-Compliance,1,Risk Analyst,106600.0,1.06,Male,45-49,Anglo-Australian,Full-time,False,False,E02227,direct,NovaCorp-Origin,WorkdayHR,77.0,195,False
E05512,Melissa Anderson,2009-12-02,,active,Insurance,Executive,6,"Executive General Manager, Insurance",824700.0,1.16,Female,45-49,Anglo-Australian,Casual,False,False,E12089,agency,NovaCorp-Origin,WorkdayHR,31.0,195,False
E05514,Jeffrey Hall,2009-12-09,,active,Technology,Management,1,Coordinator,112300.0,0.9,Male,35-39,South Asian,Part-time,False,False,E01933,referral,NovaCorp-Origin,WorkdayHR,50.0,195,False
E05515,Robert White,2009-12-09,,active,Technology,Risk-Compliance,1,Senior Risk Analyst,140400.0,0.89,Male,40-44,Anglo-Australian,Full-time,False,False,E14178,direct,NovaCorp-Origin,WorkdayHR,18.0,195,False
E05516,Jonathan Walker,2009-12-12,,active,Technology,Client-Advisory,1,Client Service Officer,55300.0,0.94,Male,30-34,Anglo-Australian,Full-time,False,False,E02654,direct,NovaCorp-Origin,WorkdayHR,22.0,195,False
E05517,Lawrence Hall,2009-12-12,,active,Retail Banking,Management,1,Team Leader,122400.0,1.08,Male,50-54,Anglo-Australian,Full-time,False,False,E01277,agency,NovaCorp-Origin,WorkdayHR,76.0,195,False
E05518,Cynthia Cervantes,2009-12-12,2025-01-25,departed,Executive Leadership,Technology,1,Junior Developer,84900.0,0.96,Female,35-39,Anglo-Australian,Full-time,False,False,E00401,referral,NovaCorp-Origin,WorkdayHR,68.0,184,False
E05519,Scott Blake,2009-12-15,2024-05-10,departed,Technology,Management,1,Coordinator,93500.0,0.95,Male,45-49,Anglo-Australian,Full-time,False,False,E00188,graduate,NovaCorp-Origin,WorkdayHR,52.0,175,False
E05521,Kimberly Hayes,2009-12-23,,active,Retail Banking,Operations-Processing,3,"Senior Manager, Retail Banking",179600.0,1.07,Female,45-49,Anglo-Australian,Full-time,False,False,E07174,agency,NovaCorp-Origin,WorkdayHR,31.0,195,False
E05522,Beth Hamilton,2009-12-26,,active,Corporate Operations,Operations-Processing,1,Analyst,93100.0,0.92,Female,40-44,East Asian,Full-time,False,False,E00544,referral,NovaCorp-Origin,WorkdayHR,83.0,194,False
E05523,Thomas Porter,2009-12-26,,active,Technology,Risk-Compliance,4,"Director, Technology",286100.0,0.99,Male,45-49,Prefer not to say,Casual,False,False,E08057,graduate,NovaCorp-Origin,WorkdayHR,89.0,194,False
E05524,Shelly Spencer,2009-12-27,,active,Retail Banking,Client-Advisory,3,"Senior Manager, Retail Banking",208600.0,0.94,Non-binary,50-54,South Asian,Full-time,False,False,E07945,direct,NovaCorp-Origin,WorkdayHR,55.0,194,False
E05525,Jose Jackson,2009-12-31,,active,Retail Banking,Risk-Compliance,1,Risk Analyst,98000.0,0.99,Non-binary,40-44,Pacific Islander,Full-time,False,True,E02254,agency,NovaCorp-Origin,WorkdayHR,15.0,194,False
E05526,Melissa Ward,2010-01-02,,active,Wealth Management,Client-Advisory,2,"Manager, Wealth Management",136000.0,0.96,Female,35-39,African,Full-time,False,False,E00778,referral,NovaCorp-Origin,WorkdayHR,34.0,194,False
E05527,Tiffany Caldwell,2010-01-04,,active,Insurance,Corporate-Support,1,Specialist,96300.0,0.76,Female,40-44,African,Full-time,True,False,E11052,graduate,NovaCorp-Origin,WorkdayHR,79.0,194,False
E05531,Anna Evans,2010-01-09,,active,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",134500.0,0.96,Female,45-49,South Asian,Full-time,False,False,E13928,agency,NovaCorp-Origin,WorkdayHR,86.0,194,False
E05532,Erika Leon,2010-01-09,,active,Technology,Management,1,Coordinator,103900.0,0.94,Female,30-34,Anglo-Australian,Full-time,False,False,E00614,agency,NovaCorp-Origin,WorkdayHR,35.0,194,False
E05533,Lindsey Mccall,2010-01-12,,active,Insurance,Technology,1,Junior Developer,62200.0,0.91,Female,45-49,Anglo-Australian,Part-time,True,False,E06974,agency,NovaCorp-Origin,WorkdayHR,32.0,194,False
E05534,James Johnson,2010-01-13,,active,Technology,Corporate-Support,3,"Senior Manager, Technology",200700.0,0.94,Male,45-49,Anglo-Australian,Full-time,False,False,E06512,direct,NovaCorp-Origin,WorkdayHR,48.0,194,False
E05535,Betty Pollard,2010-01-15,,active,Technology,Technology,1,Junior Developer,83500.0,0.93,Female,40-44,European (non-Anglo),Full-time,False,True,E01846,referral,NovaCorp-Origin,WorkdayHR,30.0,194,False
E05536,Jonathan Chandler,2010-01-20,,active,Risk & Compliance,Technology,4,"Director, Risk & Compliance",248800.0,1.04,Male,50-54,Anglo-Australian,Part-time,False,False,E09249,direct,NovaCorp-Origin,WorkdayHR,39.0,194,False
E05538,Matthew Taylor,2010-01-22,,active,Technology,Technology,1,Senior Engineer,135300.0,1.05,Male,30-34,Anglo-Australian,Full-time,False,False,E10203,graduate,NovaCorp-Origin,WorkdayHR,73.0,194,False
E05539,Martha Hubbard,2010-01-25,,active,Retail Banking,Corporate-Support,1,Graduate,84800.0,1.02,Female,50-54,Prefer not to say,Full-time,False,False,E00665,referral,NovaCorp-Origin,WorkdayHR,25.0,193,False
E05541,George Nichols,2010-01-28,,active,Retail Banking,Operations-Processing,1,Analyst,97100.0,0.91,Male,40-44,Anglo-Australian,Casual,False,True,E00599,direct,NovaCorp-Origin,WorkdayHR,15.0,193,False
E05542,Rachael Maynard,2010-02-02,,active,Technology,Operations-Processing,1,Analyst,90000.0,0.97,Female,45-49,Anglo-Australian,Full-time,True,True,E09522,direct,NovaCorp-Origin,WorkdayHR,23.0,193,False
E05543,Joshua Steele,2010-02-03,,active,Insurance,Corporate-Support,1,Specialist,106800.0,1.04,Male,35-39,Anglo-Australian,Part-time,False,False,E02552,agency,NovaCorp-Origin,WorkdayHR,63.0,193,False
E05544,Jeffrey Myers,2010-02-07,,active,Risk & Compliance,Corporate-Support,1,Specialist,112600.0,0.96,Male,50-54,Anglo-Australian,Full-time,False,False,E00839,agency,NovaCorp-Origin,WorkdayHR,66.0,193,False
E05545,Jessica Garcia,2010-02-07,2024-05-10,departed,Insurance,Operations-Processing,2,"Manager, Insurance",141300.0,0.97,Female,40-44,South Asian,Full-time,False,False,E09502,direct,NovaCorp-Origin,WorkdayHR,16.0,173,False
E05547,Benjamin Banks,2010-02-11,,active,Technology,Risk-Compliance,1,Risk Analyst,92200.0,1.01,Male,50-54,South Asian,Full-time,False,True,E02934,acquisition,NovaCorp-Origin,WorkdayHR,35.0,193,False
E05548,Donald Wood,2010-02-12,,active,Technology,Operations-Processing,1,Senior Analyst,115100.0,1.03,Male,40-44,East Asian,Full-time,False,True,E01058,direct,NovaCorp-Origin,WorkdayHR,71.0,193,False
E05549,Willie Walton,2010-02-13,,active,Risk & Compliance,Corporate-Support,1,Graduate,82900.0,0.94,Male,50-54,Anglo-Australian,Full-time,False,False,E07113,graduate,NovaCorp-Origin,WorkdayHR,84.0,193,False
E05550,Ray Atkinson,2010-02-16,,active,Retail Banking,Management,1,Team Leader,115900.0,1.0,Male,40-44,Maori/Aboriginal & Torres Strait Islander,Full-time,False,False,E10453,direct,NovaCorp-Origin,WorkdayHR,17.0,193,False
E05551,Chelsea Henderson,2010-02-18,,active,Risk & Compliance,Technology,2,"Manager, Risk & Compliance",129900.0,0.81,Female,35-39,East Asian,Full-time,True,False,E12466,direct,NovaCorp-Origin,WorkdayHR,88.0,193,False
E05552,Corey Campos,2010-02-20,,active,Wealth Management,Corporate-Support,1,Senior Specialist,118500.0,1.02,Male,50-54,Anglo-Australian,Full-time,False,True,E02379,direct,NovaCorp-Origin,WorkdayHR,73.0,193,False
E05553,Mark Vega,2010-02-20,,active,Corporate Operations,Risk-Compliance,1,Senior Risk Analyst,138700.0,0.86,Male,35-39,Anglo-Australian,Full-time,False,False,E10939,direct,NovaCorp-Origin,WorkdayHR,69.0,193,False
